VariableWeights
Nr1i3	-0.782538330302188
Apcs	-0.782414338516612
Fmo1	-0.748323194482734
F11r	-0.628787271624958
Cyp2c54	-0.627992679271766
Tstd1	-0.609429957359705
Cyp2c50	-0.60513288134171
Cyp2c29	-0.585511847334429
Cyp2b10	-0.507176381924564
Rps28	-0.487145161560599
Slc22a30	-0.46443972203585
Agxt	-0.450951327013861
A1cf	-0.430293528865674
Aldh1a1	-0.371966989623645
Spag7	-0.366869268800039
Cyp2c37	-0.34775869353822
Cul2	-0.331236473640337
Inhbe	-0.308272378471035
Mtif2	-0.301495451375768
Crem	-0.289460858774758
Sdr42e1	-0.284157289541554
Plbd1	-0.279610724003331
Cyp2d9	-0.269857810971297
Cyp2c44	-0.249361068337645
Fam107b	-0.234501959454263
Ces2a	-0.212069940576242
Sfxn2	-0.160588805047216
Aqp4	-0.155973699733969
Cdc26	-0.0867371871068444
