VariableWeights
1810008I18Rik	-0.865369949042632
Insig1	-0.852183247132337
Fasn	-0.776688150743281
Gpam	-0.771766077135139
Aacs	-0.768176664616053
Ppp1r3b	-0.752215958768765
Elovl6	-0.744238590386879
Cyb5b	-0.741814854287956
Fdps	-0.741073632052236
Me1	-0.737866392771729
Mid1ip1	-0.737507218820944
Acaca	-0.72678675747795
Acly	-0.721158769363641
Sqle	-0.71221826898817
Pstpip2	-0.697358767366043
Frmd4b	-0.679433027490347
Slc25a44	-0.674568444521742
Sc5d	-0.672478247807019
Thrsp	-0.665215543850519
Ldlr	-0.651598266518367
Chd2	-0.637475884811946
Cyp51	-0.637000363868612
Tars	-0.636913274527891
Stard4	-0.628864239102586
Pter	-0.621825171624392
Pmvk	-0.620233730800388
Anks4b	-0.615159515242688
Raph1	-0.612669099340707
Hmgcr	-0.606368767486761
Hs3st3b1	-0.60144121038908
Acss2	-0.590080946270068
Aqp8	-0.58761335016828
Txnl1	-0.583887924407992
Acat2	-0.563249352331234
Ccbl1	-0.556006591982875
Timd2	-0.544490296643843
Cxadr	-0.540512952898471
Insc	-0.534687898971386
Cps1	-0.530623973098177
Usp34	-0.530249794044646
Shmt1	-0.5285727917306
Dgat2	-0.526880291732153
Hif1a	-0.52383572136722
Fdft1	-0.521376972499346
Paox	-0.517480639182374
Enpep	-0.516528027456648
Myo1b	-0.505640668913592
Sc4mol	-0.501708865013542
Ttc23	-0.498356038077403
Grb7	-0.496837133436307
Gm10319	-0.4958887455524
Calm1	-0.490040695142478
Lsr	-0.487780879550566
Srebf1	-0.487190267357056
Sephs2	-0.484675969482886
5830473C10Rik	-0.47634322426793
Rorc	-0.475637131963085
Tmem150a	-0.472583391339215
Itpr1	-0.46971370926545
Mpp6	-0.46678481013691
Dmd	-0.462166778622496
Nrn1	-0.462152677555901
Acadsb	-0.459597163363806
Tirap	-0.457941270787178
Pygl	-0.435165396567691
Mthfd1	-0.433412386031856
Hamp	-0.431669277618803
Nedd4	-0.431391400574714
Ddc	-0.423476946539892
Tuba4a	-0.4173418690493
Tubb2a	-0.410828901903085
F8	-0.407141218392873
Arfip1	-0.406162195400534
Ccl9	-0.397844691788509
Zc3h11a	-0.39526338593125
Slc26a1	-0.390975139266482
Txnrd1	-0.387531021005169
Vegfa	-0.381996901851291
Gstm3	-0.380365404590867
Tmf1	-0.378034607999055
Prg4	-0.376968775570121
Ola1	-0.375057111200366
Arrdc3	-0.370358229120475
Mlxipl	-0.37001115097794
Masp1	-0.368779780948456
C1rl	-0.366427725900307
Sparc	-0.357933991916587
Atl3	-0.357376590611348
Nfic	-0.352640877389999
Aldh1b1	-0.349982391588889
Mavs	-0.346912787189228
Pxdc1	-0.346783803806261
Lpin2	-0.345440542406422
Atg3	-0.340526221250765
Ces1c	-0.333853096907926
Cnn3	-0.331120949669564
Lpin1	-0.323752397348718
Bbip1	-0.312911526893721
Idi1	-0.309048557205903
Abcc3	-0.302813877261574
Mug1	-0.300427563887956
Smek2	-0.287792934550607
Apol7a	-0.280227869633483
Capzb	-0.277877131583506
Gbe1	-0.273935550337199
Akr1c14	-0.272883623246342
Coa6	-0.269440714509171
Gas2	-0.266416844652225
Grpel2	-0.255779079804212
Cped1	-0.255063088641621
sept-09	-0.253376065602827
Kpna3	-0.241625174167885
Nnt	-0.230123908031651
AA465934	-0.229704120030665
Cpped1	-0.212921878110088
Ggnbp2	-0.211577574538815
Bub3	-0.206237576649742
Mettl9	-0.196916928195665
Cfl1	-0.193399772472954
Ube4a	-0.192335097640435
Pigr	-0.156007477829407
Nme2	-0.154382674013249
Smarcb1	-0.150493472069436
Slc38a3	-0.104253134719374
Parp1	-0.101006807319507
Gosr2	-0.091062004702249
Dnajc2	-0.0682040357753671
Tmem86b	-0.0551147301039205
Aox3	-0.0262604876196485
