VariableWeights
Ywhae	0.0389813442356975
Thoc7	0.0664790425367491
Syngr2	0.102884786099776
Anxa6	0.108138589745307
Rpl11	0.123755142407613
Mettl23	0.161099939000814
Id3	0.16373673442411
Psmd10	0.173647771159804
Fabp5	0.17649747891924
Uxt	0.188801978570149
St3gal4	0.197712193587658
Siva1	0.212408848371194
Alkbh5	0.213337495207703
Esf1	0.224311413737437
Bet1l	0.227331339734748
Plcxd2	0.234312920564676
Mrpl51	0.236313985972868
Nub1	0.236581088236476
Vdac1	0.246399731227121
Tox4	0.261127907200887
Gprc5c	0.26326892591897
Entpd5	0.263837273731478
Tbx3	0.267928145441517
Frg1	0.271568141765247
Hn1	0.277181135024956
Gpd1	0.285778056701456
Mrpl42	0.286953727663245
Rnps1	0.292268460210803
Srd5a1	0.294352725063485
Kcnk5	0.295718373402868
Lrg1	0.300957899409907
Fbxo8	0.301959069940722
Ltn1	0.302057008347449
Tob1	0.310824894919129
P2rx4	0.312110793114196
Phb	0.313089467706188
Cnot8	0.315329489954297
Rdh9	0.322612062388266
Optn	0.324747993100839
D8Ertd738e	0.328855399708807
Dctn3	0.330120071978363
Brd3	0.331856147111381
Wdr45	0.33263378853294
Tmem181b-ps	0.336006028800627
Fam173b	0.337710802668297
Slc17a2	0.338813875815802
Pja1	0.340730060341689
Mrpl15	0.342712997342496
Zkscan5	0.346763428294399
Sorbs1	0.348540963087165
Ppp1r11	0.351558795680473
Lclat1	0.353908981534836
Hhex	0.365347157709639
Cyp4a14	0.367035032229719
Cyp4a10	0.369035725834636
Gne	0.369290544993877
Ddx24	0.375648563275851
Atp6v0b	0.377964517279149
Nr1h4	0.380469509119338
Hprt	0.384856613104509
Lims2	0.386568638073346
Inca1	0.391402044550137
Acadl	0.395258619605494
Csrp2	0.396684288710609
1810058I24Rik	0.400696189707796
BC003965	0.40375850663416
Plin5	0.404503763254818
Stxbp2	0.407155611829063
Sgms2	0.413378163563868
Psma6	0.414427409524059
Tmed4	0.415265203027668
Tfam	0.417616471027444
Tmem179b	0.420005834499186
Rcl1	0.421771097237796
Creb3	0.424360523316187
Bdh1	0.427333409934849
Baiap2	0.434147965278172
Skp1a	0.43438722476213
Hadha	0.436050673300879
Cyp7a1	0.440700534214433
Agtr1a	0.443712355059014
Acadm	0.450895900878728
Chchd10	0.455301074660025
Por	0.45591342660958
Ciapin1	0.457211715410397
Ubxn1	0.461267814929567
Tgoln1	0.461796117123704
Timm17b	0.468039309859644
Cpt2	0.468549686170562
Retsat	0.469749297650581
Pex16	0.470406596291738
Acadvl	0.47425999186118
Tnfaip8l1	0.478947090674546
Palmd	0.481286125235775
Scp2	0.481421265049303
Guk1	0.485736652356264
Acaa1a	0.489902650459004
Snap47	0.491041535359912
Eps8l2	0.491413734426862
Insig2	0.495049124176101
Msrb1	0.496322741519283
Cyp4f15	0.497094774955768
Tm4sf4	0.498715219756328
Ak2	0.501245881354633
Slc25a25	0.503427295195085
Dhrs7b	0.508929074597421
G6pc	0.518594891231721
Mrps33	0.519063578873749
Etfdh	0.520471427130011
Crat	0.523772222756579
Fbxo31	0.535615233622331
Mrpl55	0.536064135548558
Agpat6	0.540784117590613
Ubc	0.545096554211465
Atox1	0.54590518418871
Tmem120a	0.546503944876376
2010003K11Rik	0.548555301332714
Acox1	0.555693000527157
Hsd17b4	0.558086824826763
Ehhadh	0.561619627508664
Hsdl2	0.566578830299617
Lonp2	0.567610078710013
Eif1	0.574890619062167
Mrpl12	0.575629661109273
Slc4a4	0.58027416887989
Creb3l3	0.583251991577351
Adck5	0.583612455670263
Mmd	0.583902327825095
Rtfdc1	0.584626148446644
Oplah	0.586138996890591
Adtrp	0.59384915058536
Gys2	0.59458587298736
Mgll	0.598265950136104
Angptl4	0.600738859508563
Acot8	0.603173942420069
Pex11a	0.603793238506991
Ppm1k	0.60687640075243
Ly6d	0.613026860459941
Elovl2	0.613375246456763
Gyk	0.615337766113516
Fbxo21	0.617290006391789
Fam195a	0.625293399806527
Grhpr	0.625818314002326
Slc25a20	0.630807702490143
Abcd3	0.644612972702322
Zfand6	0.644714926984622
Nceh1	0.645030406520357
Acot12	0.649197046062388
Hmgcs2	0.649496012928621
Mbl1	0.649634010820488
Nudt1	0.658861612057484
Decr2	0.659604186926538
Acot1	0.672508420634078
Pttg1	0.685210426371949
Aqp9	0.685550648207448
Eci2	0.685865631294185
Aldh3a2	0.691121190437026
Pctp	0.691343020726846
Acad11	0.693474280691505
Elovl5	0.705332628527926
Tmem56	0.723673761025373
Decr1	0.736290066211019
Plin2	0.740303889603668
Fabp1	0.742079938719469
Hsd17b11	0.744113186966623
Acsbg1	0.746589031449247
Hadhb	0.758208831287537
Abcb4	0.772731409798781
Cpt1a	0.773070398937392
Vnn1	0.775825833617151
Acaa1b	0.778440983143351
Pank1	0.785241608531006
Acsl1	0.806094378296838
Crot	0.861895819928245
